id_entrega,id_mensajero,fecha,ciudad,zona,distancia_km,tiempo_entrega_minutos,valor_paquete,estado,calificacion_cliente,tipo_vehiculo,experiencia_mensajero
E10714,M009,2024-01-12 18:24:00,Cali,Sur,8.0,73.5,24200.0,Entregado,3.0,Moto,<1 año
E10715,M097,2024-03-11 21:03:00,Barranquilla,Siape,4.2,20.8,311700.0,Entregado,4.5,Moto,1-3 años
E10716,M003,2024-03-30 11:05:00,Cali,Chipichape,5.9,26.0,284500.0,Entregado,5.0,Camioneta,3-5 años
E10717,M128,2024-02-25 16:36:00,Bucaramanga,Norte,8.6,30.1,13600.0,Entregado,,Moto,1-3 años
E10718,M025,2024-03-08 07:14:00,Cali,Sur,5.5,16.9,471700.0,Entregado,4.6,Moto,>5 años
E10719,M055,2024-03-29 21:17:00,Cali,Chipichape,2.7,10.0,82400.0,Entregado,4.5,Moto,3-5 años
E10720,M012,2024-01-10 14:57:00,Medellín,Laureles,3.2,15.8,432400.0,Entregado,4.5,Moto,1-3 años
E10721,M140,2024-03-13 07:11:00,Barranquilla,Sur,9.7,43.7,93900.0,Entregado,4.6,Moto,1-3 años
E10722,M081,2024-01-03 12:37:00,Medellín,Centro,9.2,46.8,115400.0,Entregado,5.0,Camioneta,1-3 años
E10723,M037,2024-02-20 08:19:00,Medellín,El Poblado,5.5,30.5,427200.0,Entregado,4.9,Moto,3-5 años
E10724,M042,2024-03-13 13:36:00,Bucaramanga,Floridablanca,5.9,28.9,42700.0,Entregado,4.9,Moto,<1 año
E10725,M100,2024-03-27 16:24:00,Bogotá,Centro,9.2,27.7,379900.0,Entregado,4.9,Moto,3-5 años
E10726,M036,2024-03-29 08:32:00,Cali,Sur,7.7,56.6,243500.0,Entregado,4.5,Camioneta,<1 año
E10727,M089,2024-01-07 09:27:00,Bogotá,Chapinero,8.5,49.8,284000.0,Entregado,4.4,Moto,1-3 años
E10728,M060,2024-01-10 16:38:00,Bogotá,Centro,11.0,32.7,46400.0,Entregado,4.8,Moto,1-3 años
E10729,M102,2024-02-11 06:40:00,Cali,San Fernando,4.5,18.8,66100.0,Retrasado,,Camioneta,>5 años
E10730,M070,2024-02-27 21:14:00,Barranquilla,Centro,6.1,17.4,354200.0,Entregado,5.0,Moto,>5 años
E10731,M092,2024-03-11 18:27:00,Bogotá,Usaquén,7.1,44.5,411400.0,Entregado,3.5,Moto,1-3 años
E10732,M048,2024-03-28 18:05:00,Cali,Granada,5.2,33.7,373500.0,Entregado,4.2,Moto,3-5 años
E10733,M076,2024-02-01 08:05:00,Bogotá,Centro,15.2,101.5,362000.0,Entregado,3.0,Camioneta,3-5 años
E10734,M069,2024-01-20 18:45:00,Bogotá,Centro,8.1,30.7,490200.0,Entregado,4.6,Moto,>5 años
E10735,M040,2024-02-19 16:23:00,Bogotá,Usaquén,5.2,23.1,409000.0,Entregado,5.0,Moto,1-3 años
E10736,M028,2024-01-12 06:19:00,Bogotá,Suba,5.5,18.2,251600.0,Entregado,5.0,Moto,3-5 años
E10737,M114,2024-02-16 14:06:00,Barranquilla,Sur,3.9,12.8,204900.0,Entregado,5.0,Moto,>5 años
E10738,M034,2024-01-12 11:27:00,Bogotá,Centro,12.6,46.0,347900.0,Entregado,4.3,Moto,1-3 años
E10739,M115,2024-03-12 22:26:00,Barranquilla,Sur,10.4,24.8,481200.0,Entregado,5.0,Moto,>5 años
E10740,M027,2024-01-04 08:22:00,Barranquilla,Norte,4.2,36.1,331500.0,Entregado,4.3,Camioneta,<1 año
E10741,M142,2024-01-12 16:55:00,Bucaramanga,Centro,9.3,39.0,428400.0,Entregado,4.3,Moto,1-3 años
E10742,M099,2024-01-02 15:26:00,Barranquilla,Siape,3.8,18.0,14200.0,Entregado,4.5,Camioneta,3-5 años
E10743,M100,2024-01-11 13:36:00,Bogotá,Usaquén,12.1,51.7,453000.0,Entregado,4.9,Moto,3-5 años
E10744,M134,2024-01-22 18:10:00,Barranquilla,Sur,12.2,48.3,438900.0,Entregado,4.4,Moto,>5 años
E10745,M036,2024-02-04 15:17:00,Cali,Chipichape,7.7,36.8,21500.0,Entregado,4.5,Camioneta,<1 año
E10746,M127,2024-01-19 08:10:00,Medellín,Centro,8.7,45.8,265200.0,Entregado,4.3,Moto,3-5 años
E10747,M112,2024-02-05 19:19:00,Cali,Chipichape,8.2,37.3,72000.0,Entregado,3.5,Moto,>5 años
E10748,M124,2024-01-10 17:16:00,Bucaramanga,Girón,6.2,29.2,320400.0,Entregado,4.6,Moto,1-3 años
E10749,M064,2024-03-21 21:38:00,Medellín,Envigado,9.8,35.8,172100.0,Entregado,4.8,Camioneta,3-5 años
E10750,M051,2024-02-28 09:08:00,Medellín,Centro,11.6,44.8,407200.0,Dañado,,Moto,3-5 años
E10751,M078,2024-01-01 18:21:00,Barranquilla,Riomar,4.3,34.0,309400.0,Entregado,4.4,Moto,<1 año
E10752,M098,2024-02-12 20:21:00,Medellín,Centro,11.7,38.8,18700.0,Entregado,4.1,Moto,3-5 años
E10753,M111,2024-03-24 10:19:00,Medellín,Centro,10.6,41.4,90700.0,Entregado,3.8,Moto,3-5 años
E10754,M083,2024-03-18 12:30:00,Barranquilla,Sur,9.3,39.7,132400.0,Entregado,4.5,Moto,3-5 años
E10755,M081,2024-01-23 18:20:00,Medellín,Envigado,4.6,37.6,226200.0,Entregado,4.4,Camioneta,1-3 años
E10756,M075,2024-03-29 21:36:00,Bucaramanga,Girón,9.8,48.2,38600.0,Dañado,,Camioneta,1-3 años
E10757,M063,2024-02-11 18:17:00,Bucaramanga,Norte,5.5,29.7,261500.0,Entregado,4.5,Moto,1-3 años
E10758,M101,2024-02-16 09:59:00,Cali,San Fernando,6.4,31.6,404700.0,Entregado,4.6,Moto,>5 años
E10759,M145,2024-01-26 11:43:00,Medellín,Laureles,3.5,10.0,439400.0,Entregado,4.3,Moto,>5 años
E10760,M141,2024-01-04 20:45:00,Cali,Granada,7.1,24.3,44500.0,Entregado,5.0,Moto,1-3 años
E10761,M054,2024-02-26 15:53:00,Bucaramanga,Cabecera,8.2,26.5,422300.0,Entregado,4.1,Moto,3-5 años
E10762,M018,2024-02-22 21:08:00,Medellín,El Poblado,7.8,36.5,64100.0,Entregado,3.6,Moto,1-3 años
E10763,M078,2024-01-31 14:42:00,Barranquilla,Siape,3.6,22.5,315600.0,Entregado,4.4,Moto,<1 año
E10764,M040,2024-02-24 18:04:00,Bogotá,Kennedy,6.3,30.1,10400.0,Entregado,4.2,Moto,1-3 años
E10765,M115,2024-03-17 21:37:00,Medellín,Bello,3.1,11.2,444900.0,Entregado,4.2,Moto,>5 años
E10766,M103,2024-03-09 22:59:00,Medellín,Centro,5.3,23.9,19600.0,Entregado,4.8,Moto,<1 año
E10767,M108,2024-03-10 07:50:00,Medellín,El Poblado,9.4,54.6,164700.0,Entregado,4.6,Camioneta,1-3 años
E10768,M093,2024-03-30 08:06:00,Barranquilla,Norte,6.4,34.6,315600.0,Entregado,4.2,Moto,1-3 años
E10769,M064,2024-03-25 17:10:00,Bucaramanga,Girón,6.3,37.3,478400.0,Entregado,4.0,Camioneta,3-5 años
E10770,M012,2024-03-13 18:48:00,Cali,Sur,6.6,29.3,479700.0,Entregado,4.6,Moto,1-3 años
E10771,M085,2024-02-25 09:00:00,Medellín,Centro,4.7,20.7,470200.0,Entregado,4.4,Moto,>5 años
E10772,M026,2024-02-03 13:32:00,Cali,Sur,9.8,40.7,20300.0,Entregado,4.7,Camioneta,1-3 años
E10773,M133,2024-03-12 13:28:00,Bucaramanga,Floridablanca,3.0,10.0,214000.0,Entregado,5.0,Moto,>5 años
E10774,M096,2024-02-20 20:49:00,Bogotá,Suba,8.1,33.5,395300.0,Perdido,,Camioneta,3-5 años
E10775,M129,2024-01-20 17:01:00,Barranquilla,Riomar,9.1,55.5,207100.0,Entregado,4.1,Moto,1-3 años
E10776,M124,2024-01-14 15:26:00,Barranquilla,Centro,11.0,43.1,80800.0,Entregado,4.4,Moto,1-3 años
E10777,M022,2024-01-15 10:22:00,Barranquilla,Sur,7.8,29.1,138800.0,Entregado,4.8,Camioneta,3-5 años
E10778,M080,2024-02-13 20:50:00,Bucaramanga,Floridablanca,5.5,21.4,389200.0,Entregado,4.8,Moto,1-3 años
E10779,M053,2024-03-07 21:22:00,Bogotá,Usaquén,14.3,56.8,356100.0,Entregado,4.2,Moto,1-3 años
E10780,M122,2024-01-13 20:46:00,Bucaramanga,Girón,5.8,23.4,437400.0,Entregado,4.7,Camioneta,3-5 años
E10781,M116,2024-02-10 08:19:00,Bucaramanga,Norte,7.7,54.0,403500.0,Entregado,4.2,Moto,<1 año
E10782,M012,2024-03-31 09:01:00,Cali,San Fernando,3.5,194.60257472501604,150800.0,Entregado,4.5,Moto,1-3 años
E10783,M088,2024-03-23 09:43:00,Medellín,Centro,11.3,74.1,436500.0,Entregado,3.6,Moto,<1 año
E10784,M043,2024-02-01 22:11:00,Medellín,Centro,6.7,28.0,328300.0,Entregado,4.2,Moto,3-5 años
E10785,M142,2024-01-21 16:35:00,Barranquilla,Sur,8.8,42.4,281400.0,Entregado,3.8,Moto,1-3 años
E10786,M110,2024-02-29 13:51:00,Bucaramanga,Floridablanca,2.6,10.0,451100.0,Entregado,4.4,Moto,1-3 años
E10787,M104,2024-03-21 11:11:00,Bogotá,Chapinero,6.4,26.6,471400.0,Entregado,4.8,Moto,3-5 años
E10788,M111,2024-02-20 06:47:00,Cali,Granada,7.4,30.8,46100.0,Entregado,4.3,Moto,3-5 años
E10789,M051,2024-02-27 19:24:00,Cali,San Fernando,8.3,37.6,234200.0,Entregado,4.3,Moto,3-5 años
E10790,M002,2024-03-31 12:13:00,Cali,Centro,8.1,25.1,26200.0,Entregado,5.0,Moto,1-3 años
E10791,M072,2024-03-31 08:36:00,Medellín,Laureles,6.1,27.2,392000.0,Entregado,5.0,Moto,>5 años
E10792,M027,2024-03-09 11:23:00,Barranquilla,Norte,4.2,25.4,184100.0,Entregado,4.3,Camioneta,<1 año
E10793,M084,2024-01-26 20:07:00,Cali,Chipichape,6.1,20.5,262100.0,Entregado,4.3,Moto,1-3 años
E10794,M068,2024-03-26 21:33:00,Cali,Sur,5.2,21.2,53700.0,Entregado,4.8,Moto,1-3 años
E10795,M081,2024-03-17 18:39:00,Bogotá,Kennedy,10.2,65.6,465900.0,Retrasado,,Camioneta,1-3 años
E10796,M101,2024-03-16 09:22:00,Medellín,El Poblado,8.0,38.1,415900.0,Entregado,4.3,Moto,>5 años
E10797,M091,2024-02-28 11:52:00,Cali,Sur,2.7,10.4,243000.0,Perdido,,Moto,1-3 años
E10798,M077,2024-03-19 08:43:00,Barranquilla,Centro,9.1,83.8,68200.0,Entregado,3.9,Moto,<1 año
E10799,M035,2024-02-10 09:15:00,Barranquilla,Sur,11.8,50.8,315300.0,Entregado,4.0,Moto,1-3 años
E10800,M079,2024-01-15 11:23:00,Medellín,Laureles,3.5,13.3,172700.0,Entregado,5.0,Moto,1-3 años
E10801,M037,2024-03-06 18:26:00,Medellín,El Poblado,9.0,44.1,386500.0,Entregado,4.7,Moto,3-5 años
E10802,M036,2024-03-14 18:27:00,Cali,San Fernando,4.5,37.6,482600.0,Entregado,4.7,Camioneta,<1 año
E10803,M048,2024-03-03 11:35:00,Cali,Sur,3.9,13.0,376700.0,Entregado,5.0,Moto,3-5 años
E10804,M043,2024-03-03 15:08:00,Bucaramanga,Centro,8.7,27.6,459500.0,Entregado,5.0,Moto,3-5 años
E10805,M048,2024-02-10 20:39:00,Bucaramanga,Girón,5.3,17.5,139300.0,Retrasado,,Moto,3-5 años
E10806,M014,2024-02-15 06:31:00,Medellín,Centro,10.8,45.9,499800.0,Entregado,4.9,Moto,<1 año
E10807,M035,2024-01-25 18:35:00,Barranquilla,Norte,13.8,65.7,413800.0,Entregado,3.2,Moto,1-3 años
E10808,M130,2024-03-24 21:26:00,Bucaramanga,Girón,3.1,13.4,464800.0,Entregado,4.2,Camioneta,3-5 años
E10809,M126,2024-02-23 20:31:00,Cali,Sur,4.9,25.4,430200.0,Entregado,4.7,Camioneta,1-3 años
E10810,M043,2024-01-11 06:50:00,Bucaramanga,Centro,3.3,11.6,39600.0,Entregado,4.5,Moto,3-5 años
E10811,M057,2024-02-07 07:17:00,Barranquilla,Siape,7.6,54.1,117800.0,Entregado,4.7,Camioneta,3-5 años
E10812,M058,2024-03-09 15:10:00,Bogotá,Chapinero,11.0,27.9,357000.0,Entregado,4.6,Moto,>5 años
E10813,M118,2024-03-13 21:35:00,Bucaramanga,Girón,3.8,15.9,36400.0,Entregado,5.0,Camioneta,3-5 años
E10814,M131,2024-01-15 09:17:00,Barranquilla,Sur,3.8,20.3,377100.0,Entregado,4.9,Moto,>5 años
E10815,M140,2024-02-16 07:48:00,Cali,Granada,4.6,30.7,468700.0,Retrasado,,Moto,1-3 años
E10816,M113,2024-03-10 12:27:00,Bogotá,Kennedy,10.8,40.7,313500.0,Entregado,4.0,Moto,3-5 años
E10817,M027,2024-03-24 13:19:00,Barranquilla,Riomar,12.9,77.6,412400.0,Dañado,,Camioneta,<1 año
E10818,M009,2024-02-27 14:22:00,Medellín,Centro,8.5,55.7,411000.0,Retrasado,,Moto,<1 año
E10819,M023,2024-02-26 09:49:00,Barranquilla,Sur,6.4,35.1,331300.0,Entregado,3.5,Moto,1-3 años
E10820,M061,2024-01-27 17:55:00,Barranquilla,Norte,7.9,50.7,415700.0,Entregado,4.6,Moto,1-3 años
E10821,M110,2024-01-22 10:50:00,Bucaramanga,Cabecera,4.5,13.8,246400.0,Entregado,4.8,Moto,1-3 años
E10822,M053,2024-01-27 07:36:00,Bogotá,Usaquén,6.0,26.1,60200.0,Entregado,4.4,Moto,1-3 años
E10823,M090,2024-03-09 14:38:00,Bucaramanga,Floridablanca,9.9,39.3,17600.0,Entregado,4.4,Moto,>5 años
E10824,M138,2024-01-22 16:45:00,Barranquilla,Norte,8.1,26.8,41900.0,Entregado,4.6,Moto,>5 años
E10825,M075,2024-02-07 14:54:00,Bucaramanga,Norte,5.5,35.9,127700.0,Entregado,4.1,Camioneta,1-3 años
E10826,M132,2024-03-27 09:08:00,Bucaramanga,Norte,4.4,24.6,211700.0,Entregado,4.3,Moto,1-3 años
E10827,M106,2024-01-08 14:55:00,Medellín,El Poblado,7.0,29.1,431600.0,Entregado,5.0,Moto,1-3 años
E10828,M033,2024-03-30 10:15:00,Cali,San Fernando,7.6,25.7,426100.0,Entregado,4.5,Moto,1-3 años
E10829,M038,2024-02-11 13:48:00,Cali,Centro,4.8,32.8,108700.0,Entregado,4.0,Moto,<1 año
E10830,M101,2024-03-03 10:36:00,Cali,Sur,8.9,28.8,244300.0,Entregado,5.0,Moto,>5 años
E10831,M069,2024-03-21 19:24:00,Bogotá,Usaquén,14.7,70.1,148600.0,Entregado,3.9,Moto,>5 años
E10832,M116,2024-01-10 08:25:00,Bucaramanga,Norte,6.6,45.4,431700.0,Entregado,4.8,Moto,<1 año
E10833,M132,2024-02-05 17:29:00,Bucaramanga,Floridablanca,5.1,24.0,365800.0,Entregado,4.4,Moto,1-3 años
E10834,M125,2024-02-11 06:55:00,Bogotá,Suba,15.8,80.9,15800.0,Entregado,3.5,Camioneta,1-3 años
E10835,M024,2024-02-28 17:54:00,Cali,Chipichape,4.5,28.8,461400.0,Entregado,4.7,Moto,1-3 años
E10836,M017,2024-03-09 18:13:00,Bogotá,Suba,9.2,71.0,186600.0,Entregado,3.4,Moto,1-3 años
E10837,M110,2024-01-28 21:17:00,Bucaramanga,Cabecera,8.1,37.3,337200.0,Entregado,4.7,Moto,1-3 años
E10838,M083,2024-02-06 16:35:00,Barranquilla,Riomar,7.2,20.2,371900.0,Entregado,4.6,Moto,3-5 años
E10839,M148,2024-01-17 21:50:00,Cali,San Fernando,4.4,23.6,147800.0,Retrasado,,Camioneta,1-3 años
E10840,M088,2024-03-28 07:02:00,Medellín,Envigado,6.8,36.7,217000.0,Entregado,5.0,Moto,<1 año
E10841,M026,2024-03-21 20:01:00,Bogotá,Chapinero,9.9,44.5,395300.0,Entregado,3.9,Camioneta,1-3 años
E10842,M032,2024-01-21 20:29:00,Barranquilla,Centro,9.4,36.7,464400.0,Entregado,4.5,Moto,<1 año
E10843,M001,2024-02-24 12:44:00,Cali,Sur,3.3,10.0,320600.0,Entregado,5.0,Moto,>5 años
E10844,M034,2024-03-24 15:10:00,Bogotá,Chapinero,4.0,15.5,188900.0,Entregado,4.8,Moto,1-3 años
E10845,M071,2024-01-12 17:16:00,Cali,Chipichape,6.9,43.7,332500.0,Entregado,4.3,Moto,3-5 años
E10846,M022,2024-02-17 11:03:00,Bucaramanga,Norte,9.8,50.2,35100.0,Entregado,4.0,Camioneta,3-5 años
E10847,M102,2024-03-21 15:46:00,Barranquilla,Norte,13.7,49.4,30600.0,Entregado,4.9,Camioneta,>5 años
E10848,M060,2024-02-24 08:45:00,Bogotá,Centro,6.8,34.9,284100.0,Entregado,4.4,Moto,1-3 años
E10849,M025,2024-01-01 12:30:00,Cali,Centro,8.4,28.7,50600.0,Entregado,4.8,Moto,>5 años
E10850,M020,2024-01-17 13:33:00,Cali,Chipichape,6.3,38.9,140700.0,Entregado,4.4,Moto,<1 año
E10851,M114,2024-01-02 06:44:00,Barranquilla,Norte,4.0,11.3,152000.0,Entregado,4.4,Moto,>5 años
E10852,M088,2024-01-16 19:44:00,Medellín,Centro,7.7,48.0,217700.0,Entregado,4.8,Moto,<1 año
E10853,M034,2024-03-02 08:14:00,Bogotá,Usaquén,11.5,59.4,254400.0,Dañado,,Moto,1-3 años
E10854,M099,2024-01-12 09:06:00,Barranquilla,Siape,7.9,35.4,22500.0,Entregado,4.6,Camioneta,3-5 años
E10855,M081,2024-02-17 15:08:00,Medellín,Envigado,4.5,13.6,372200.0,Entregado,5.0,Camioneta,1-3 años
E10856,M098,2024-01-18 10:04:00,Medellín,El Poblado,10.9,27.6,352300.0,Entregado,4.6,Moto,3-5 años
E10857,M136,2024-03-13 06:39:00,Bogotá,Chapinero,10.5,44.6,221800.0,Entregado,4.8,Moto,1-3 años
E10858,M043,2024-02-26 17:46:00,Bucaramanga,Girón,7.9,41.6,399900.0,Entregado,4.0,Moto,3-5 años
E10859,M055,2024-03-21 10:58:00,Cali,Centro,8.6,23.3,332800.0,Entregado,4.8,Moto,3-5 años
E10860,M106,2024-03-19 20:55:00,Medellín,Bello,7.2,28.2,19800.0,Entregado,4.6,Moto,1-3 años
E10861,M056,2024-01-12 09:08:00,Cali,San Fernando,9.6,58.3,178300.0,Entregado,3.7,Camioneta,3-5 años
E10862,M032,2024-03-16 18:22:00,Barranquilla,Sur,13.8,92.7,281400.0,Entregado,3.3,Moto,<1 año
E10863,M110,2024-02-10 10:15:00,Medellín,Envigado,10.2,39.4,431300.0,Entregado,4.0,Moto,1-3 años
E10864,M071,2024-03-23 08:15:00,Cali,San Fernando,2.9,16.9,214500.0,Retrasado,,Moto,3-5 años
E10865,M142,2024-03-17 15:49:00,Bucaramanga,Norte,9.2,32.6,114000.0,Entregado,4.9,Moto,1-3 años
E10866,M007,2024-03-25 15:13:00,Cali,San Fernando,7.1,27.7,267100.0,Entregado,5.0,Camioneta,1-3 años
E10867,M133,2024-03-18 22:12:00,Bucaramanga,Norte,7.6,25.5,92300.0,Entregado,4.8,Moto,>5 años
E10868,M101,2024-02-07 07:50:00,Cali,San Fernando,4.1,19.6,415200.0,Entregado,4.9,Moto,>5 años
E10869,M062,2024-03-04 18:07:00,Barranquilla,Riomar,5.4,34.0,261100.0,Entregado,4.4,Moto,1-3 años
E10870,M062,2024-03-04 08:33:00,Barranquilla,Centro,6.1,31.7,16900.0,Entregado,4.9,Moto,1-3 años
E10871,M004,2024-02-16 16:08:00,Medellín,El Poblado,3.1,11.0,424900.0,Entregado,5.0,Camioneta,3-5 años
E10872,M100,2024-03-13 19:23:00,Cali,San Fernando,4.2,20.2,75200.0,Entregado,3.8,Moto,3-5 años
E10873,M140,2024-03-28 11:48:00,Barranquilla,Siape,12.2,40.3,377400.0,Entregado,4.9,Moto,1-3 años
E10874,M121,2024-01-10 06:37:00,Medellín,El Poblado,4.8,22.1,349900.0,Entregado,4.7,Camioneta,3-5 años
E10875,M018,2024-01-02 14:13:00,Bucaramanga,Cabecera,7.3,27.4,390300.0,Entregado,4.5,Moto,1-3 años
E10876,M011,2024-01-08 18:32:00,Barranquilla,Sur,11.7,66.6,231000.0,Entregado,3.4,Moto,1-3 años
E10877,M074,2024-03-21 22:49:00,Bogotá,Usaquén,12.7,46.0,32100.0,Entregado,4.9,Moto,1-3 años
E10878,M107,2024-02-24 18:05:00,Barranquilla,Siape,6.1,29.0,252900.0,Entregado,4.3,Moto,>5 años
E10879,M138,2024-03-09 10:17:00,Barranquilla,Siape,11.4,38.6,356300.0,Entregado,4.1,Moto,>5 años
E10880,M022,2024-02-09 08:32:00,Barranquilla,Riomar,12.9,72.6,339000.0,Entregado,3.0,Camioneta,3-5 años
E10881,M053,2024-01-20 16:25:00,Bogotá,Usaquén,8.9,26.5,91300.0,Entregado,4.8,Moto,1-3 años
E10882,M017,2024-02-09 19:46:00,Bogotá,Suba,13.1,70.0,108800.0,Entregado,3.5,Moto,1-3 años
E10883,M062,2024-01-08 13:05:00,Bucaramanga,Girón,3.5,17.4,122200.0,Entregado,4.2,Moto,1-3 años
E10884,M112,2024-01-15 20:39:00,Barranquilla,Norte,9.5,28.8,435600.0,Entregado,4.4,Moto,>5 años
E10885,M015,2024-02-09 11:07:00,Barranquilla,Centro,10.6,30.9,230200.0,Entregado,4.1,Moto,1-3 años
E10886,M004,2024-03-31 10:44:00,Medellín,Bello,10.3,30.4,485100.0,Entregado,4.8,Camioneta,3-5 años
E10887,M003,2024-01-21 21:22:00,Cali,San Fernando,3.0,10.2,276400.0,Entregado,5.0,Camioneta,3-5 años
E10888,M134,2024-03-07 14:10:00,Barranquilla,Siape,9.3,29.2,368500.0,Entregado,4.5,Moto,>5 años
E10889,M096,2024-01-17 14:46:00,Barranquilla,Sur,7.3,32.5,298500.0,Entregado,4.7,Camioneta,3-5 años
E10890,M031,2024-01-04 16:51:00,Medellín,Centro,4.4,12.6,405400.0,Entregado,4.6,Moto,3-5 años
E10891,M110,2024-02-04 22:04:00,Bucaramanga,Girón,3.3,12.2,169200.0,Entregado,5.0,Moto,1-3 años
E10892,M068,2024-03-14 08:31:00,Cali,Chipichape,9.4,55.3,216200.0,Retrasado,,Moto,1-3 años
E10893,M117,2024-03-06 17:03:00,Bucaramanga,Centro,6.1,32.4,414600.0,Entregado,4.9,Moto,1-3 años
E10894,M128,2024-03-13 11:23:00,Bucaramanga,Girón,4.5,17.5,89700.0,Entregado,5.0,Moto,1-3 años
E10895,M041,2024-02-02 09:57:00,Bogotá,Centro,10.3,67.7,332200.0,Entregado,3.4,Moto,<1 año
E10896,M147,2024-03-27 09:14:00,Cali,Chipichape,3.7,19.4,133900.0,Entregado,4.9,Moto,>5 años
E10897,M131,2024-01-01 07:54:00,Barranquilla,Centro,6.6,29.7,311200.0,Entregado,4.8,Moto,>5 años
E10898,M004,2024-02-01 07:30:00,Medellín,Envigado,9.3,35.5,474800.0,Entregado,4.9,Camioneta,3-5 años
E10899,M094,2024-02-19 10:11:00,Bucaramanga,Cabecera,3.2,15.0,265700.0,Entregado,5.0,Moto,<1 año
E10900,M010,2024-03-11 19:14:00,Barranquilla,Centro,4.0,27.3,356300.0,Entregado,4.0,Camioneta,1-3 años
E10901,M083,2024-02-01 19:58:00,Medellín,Bello,3.8,23.6,444700.0,Entregado,3.9,Moto,3-5 años
E10902,M082,2024-02-04 08:36:00,Bucaramanga,Cabecera,4.8,24.8,434300.0,Entregado,4.9,Moto,1-3 años
E10903,M096,2024-01-16 22:43:00,Barranquilla,Norte,13.3,64.6,26400.0,Entregado,3.0,Camioneta,3-5 años
E10904,M014,2024-01-23 13:51:00,Medellín,Laureles,7.8,43.3,210000.0,Entregado,4.1,Moto,<1 año
E10905,M133,2024-01-06 18:04:00,Bucaramanga,Girón,3.7,17.7,61600.0,Entregado,5.0,Moto,>5 años
E10906,M120,2024-02-06 15:20:00,Cali,Sur,2.8,13.6,494800.0,Entregado,5.0,Camioneta,1-3 años
E10907,M023,2024-03-11 20:00:00,Bucaramanga,Cabecera,9.8,39.6,264500.0,Entregado,4.9,Moto,1-3 años
E10908,M095,2024-01-26 15:36:00,Medellín,Bello,8.1,29.5,375600.0,Entregado,4.7,Moto,1-3 años
E10909,M078,2024-03-20 13:29:00,Barranquilla,Siape,12.8,85.5,373800.0,Perdido,,Moto,<1 año
E10910,M095,2024-03-16 21:49:00,Medellín,Centro,5.8,25.1,115900.0,Entregado,4.3,Moto,1-3 años
E10911,M051,2024-03-10 13:09:00,Medellín,Laureles,4.4,13.9,127400.0,Entregado,4.5,Moto,3-5 años
E10912,M002,2024-02-22 06:14:00,Cali,San Fernando,7.5,27.8,171300.0,Entregado,4.4,Moto,1-3 años
E10913,M139,2024-02-14 06:21:00,Barranquilla,Centro,12.4,56.5,304100.0,Dañado,,Moto,<1 año
E10914,M001,2024-03-25 18:54:00,Barranquilla,Norte,10.2,66.2,346000.0,Entregado,3.3,Moto,>5 años
E10915,M079,2024-01-14 12:33:00,Medellín,Bello,8.6,43.5,121300.0,Entregado,4.6,Moto,1-3 años
E10916,M061,2024-02-23 21:03:00,Barranquilla,Siape,13.1,35.8,358100.0,Entregado,4.0,Moto,1-3 años
E10917,M037,2024-02-05 08:02:00,Medellín,Envigado,3.5,11.4,251900.0,Entregado,4.6,Moto,3-5 años
E10918,M060,2024-03-07 19:44:00,Bogotá,Suba,4.1,22.9,25200.0,Entregado,4.8,Moto,1-3 años
E10919,M096,2024-02-28 08:37:00,Barranquilla,Sur,3.7,26.6,180600.0,Entregado,4.9,Camioneta,3-5 años
E10920,M025,2024-03-05 10:40:00,Cali,Granada,9.2,22.0,448900.0,Entregado,4.6,Moto,>5 años
E10921,M101,2024-01-10 07:27:00,Cali,Sur,5.0,24.8,271100.0,Entregado,5.0,Moto,>5 años
E10922,M034,2024-01-31 15:16:00,Bogotá,Suba,7.6,23.8,130200.0,Retrasado,,Moto,1-3 años
E10923,M081,2024-02-20 16:20:00,Medellín,Laureles,3.5,14.0,119700.0,Entregado,4.6,Camioneta,1-3 años
E10924,M116,2024-02-04 13:04:00,Bucaramanga,Cabecera,3.5,14.8,21300.0,Entregado,5.0,Moto,<1 año
E10925,M052,2024-01-18 09:09:00,Barranquilla,Siape,11.9,77.5,335500.0,Entregado,3.1,Moto,3-5 años
E10926,M028,2024-01-22 20:29:00,Bogotá,Chapinero,10.9,36.5,66200.0,Entregado,4.0,Moto,3-5 años
E10927,M081,2024-02-22 09:34:00,Medellín,Centro,11.3,85.6,426900.0,Entregado,3.7,Camioneta,1-3 años
E10928,M092,2024-01-27 20:19:00,Barranquilla,Sur,13.5,41.5,12100.0,Entregado,4.6,Moto,1-3 años
E10929,M119,2024-02-03 09:05:00,Medellín,Bello,4.1,25.4,104300.0,Entregado,5.0,Moto,<1 año
E10930,M041,2024-03-28 15:52:00,Cali,Granada,5.1,27.7,459600.0,Entregado,4.5,Moto,<1 año
E10931,M011,2024-01-28 16:09:00,Barranquilla,Riomar,12.6,46.8,181400.0,Entregado,4.6,Moto,1-3 años
E10932,M024,2024-02-01 17:25:00,Cali,San Fernando,2.6,14.2,347100.0,Entregado,4.8,Moto,1-3 años
E10933,M132,2024-01-07 15:16:00,Barranquilla,Centro,12.3,64.3,424200.0,Entregado,3.3,Moto,1-3 años
E10934,M045,2024-01-04 18:54:00,Medellín,El Poblado,9.1,45.8,383600.0,Entregado,3.9,Moto,1-3 años
E10935,M116,2024-03-12 13:06:00,Bucaramanga,Norte,5.2,27.7,489900.0,Entregado,5.0,Moto,<1 año
